Tenant,Event,Time(EST),Store Type,User Name
brokencoast,Order Import Started, 8 Jun 2017 21:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 21:10:23 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 21:10:24 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 21:20:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 21:20:22 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 21:20:23 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 21:30:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 21:30:22 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 21:30:23 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 21:40:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 21:40:24 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 21:40:25 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 21:50:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 21:50:23 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 21:50:24 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 22:00:33 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 22:00:34 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 22:00:35 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 22:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 22:10:23 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 22:10:24 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 22:20:21 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 22:20:21 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 22:20:23 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 22:30:21 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 22:30:22 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 22:30:24 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 22:40:21 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 22:40:24 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 22:40:25 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 22:50:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 22:50:22 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 22:50:23 PM,CSV,
brokencoast,Order Import Started, 8 Jun 2017 23:00:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 8 Jun 2017 23:00:29 PM,CSV,
brokencoast,Order Import Finished, 8 Jun 2017 23:00:30 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 07:00:34 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 07:00:35 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 07:00:36 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 07:10:29 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 07:10:30 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 07:10:31 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 07:20:28 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 07:20:29 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 07:20:30 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 07:30:27 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 07:30:30 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 07:30:31 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 07:40:27 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 07:40:30 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 07:40:31 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 07:50:29 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 07:51:15 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 07:51:16 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 08:00:29 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 08:00:30 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 08:00:31 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 08:10:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 08:10:24 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 08:10:25 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 08:20:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 08:20:25 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 08:20:26 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 08:30:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 08:30:24 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 08:30:25 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 08:40:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 08:40:24 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 08:40:25 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 08:50:22 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 08:50:24 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 08:50:26 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 09:00:27 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 09:00:28 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 09:00:29 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 09:10:22 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 09:10:26 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 09:10:27 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 09:20:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 09:20:23 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 09:20:24 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 09:30:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 09:30:25 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 09:30:27 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 09:40:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 09:40:26 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 09:40:27 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 09:50:24 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 09:50:27 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 09:50:29 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 10:00:27 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 10:00:31 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 10:00:32 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 10:10:22 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 10:10:31 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 10:10:32 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 10:20:22 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 10:20:27 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 10:20:28 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 10:30:23 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 10:30:25 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 10:30:26 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 10:40:22 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 10:40:22 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 10:40:24 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 10:50:22 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 10:50:23 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 10:50:24 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 11:00:27 AM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 11:00:29 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 11:00:30 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 11:40:27 AM,,Brokencoast
brokencoast,Order Import Started, 9 Jun 2017 11:40:27 AM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 11:42:25 AM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 19:00:37 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 19:00:39 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 19:00:40 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 19:10:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 19:10:27 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 19:10:29 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 19:20:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 19:20:28 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 19:20:29 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 19:30:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 19:30:27 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 19:30:29 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 19:40:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 19:40:30 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 19:40:31 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 19:50:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 19:50:28 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 19:50:29 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 20:00:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 20:00:30 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 20:00:31 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 20:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 20:10:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 20:10:24 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 20:20:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 20:20:24 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 20:20:25 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 20:30:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 20:30:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 20:30:24 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 20:40:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 20:40:25 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 20:40:26 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 20:50:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 20:50:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 20:50:24 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 21:00:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 21:00:30 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 21:00:31 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 21:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 21:10:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 21:10:24 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 21:20:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 21:20:25 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 21:20:27 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 21:30:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 21:30:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 21:30:25 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 21:40:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 21:40:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 21:40:24 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 21:50:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 21:50:22 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 21:50:23 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 22:00:32 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 22:00:33 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 22:00:34 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 22:10:21 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 22:10:22 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 22:10:23 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 22:20:21 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 22:20:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 22:20:24 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 22:30:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 22:30:22 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 22:30:23 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 22:40:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 22:40:23 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 22:40:25 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 22:50:22 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 22:50:22 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 22:50:23 PM,CSV,
brokencoast,Order Import Started, 9 Jun 2017 23:00:27 PM,CSV,gpadmin
brokencoast,Order Import Started, 9 Jun 2017 23:00:28 PM,CSV,
brokencoast,Order Import Finished, 9 Jun 2017 23:00:29 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 07:00:33 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 07:00:37 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 07:00:38 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 07:10:28 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 07:10:30 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 07:10:31 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 07:20:27 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 07:20:29 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 07:20:31 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 07:30:27 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 07:30:28 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 07:30:29 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 07:40:31 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 07:40:33 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 07:40:34 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 07:50:28 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 07:50:30 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 07:50:31 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 08:00:28 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 08:00:30 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 08:00:31 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 08:10:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 08:10:25 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 08:10:26 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 08:20:22 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 08:20:23 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 08:20:24 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 08:30:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 08:30:26 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 08:30:27 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 08:40:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 08:40:24 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 08:40:25 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 08:50:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 08:50:26 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 08:50:27 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 09:00:30 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 09:00:31 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 09:00:32 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 09:10:26 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 09:10:27 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 09:10:28 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 09:20:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 09:20:27 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 09:20:28 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 09:30:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 09:30:26 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 09:30:27 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 09:40:22 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 09:40:26 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 09:40:27 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 09:50:26 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 09:50:34 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 09:50:36 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 10:00:34 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 10:00:34 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 10:00:35 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 10:10:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 10:10:33 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 10:10:34 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 10:20:22 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 10:20:23 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 10:20:24 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 10:30:22 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 10:30:23 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 10:30:24 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 10:40:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 10:40:23 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 10:40:24 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 10:50:23 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 10:50:24 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 10:50:25 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 11:00:27 AM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 11:00:29 AM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 11:00:31 AM,CSV,
brokencoast,Order Import Started,10 Jun 2017 19:00:38 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 19:00:39 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 19:00:40 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 19:10:28 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 19:10:29 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 19:10:31 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 19:20:28 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 19:20:29 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 19:20:30 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 19:30:27 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 19:30:28 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 19:30:29 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 19:40:28 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 19:40:30 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 19:40:31 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 19:50:27 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 19:50:28 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 19:50:29 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 20:00:28 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 20:00:29 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 20:00:31 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 20:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 20:10:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 20:10:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 20:20:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 20:20:22 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 20:20:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 20:30:23 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 20:30:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 20:30:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 20:40:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 20:40:24 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 20:40:25 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 20:50:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 20:50:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 20:50:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 21:00:28 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 21:00:29 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 21:00:30 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 21:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 21:10:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 21:10:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 21:20:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 21:20:29 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 21:20:30 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 21:30:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 21:30:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 21:30:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 21:40:23 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 21:40:30 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 21:40:31 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 21:50:23 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 21:50:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 21:50:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 22:00:33 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 22:00:36 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 22:00:37 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 22:10:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 22:10:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 22:10:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 22:20:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 22:20:22 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 22:20:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 22:30:23 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 22:30:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 22:30:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 22:40:22 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 22:40:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 22:40:24 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 22:50:23 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 22:50:23 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 22:50:25 PM,CSV,
brokencoast,Order Import Started,10 Jun 2017 23:00:27 PM,CSV,gpadmin
brokencoast,Order Import Started,10 Jun 2017 23:00:29 PM,CSV,
brokencoast,Order Import Finished,10 Jun 2017 23:00:30 PM,CSV,
brokencoast,Order Import Started,11 Jun 2017 07:00:33 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 07:00:35 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 07:00:36 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 07:10:28 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 07:10:28 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 07:10:29 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 07:20:27 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 07:20:28 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 07:20:29 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 07:30:27 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 07:30:29 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 07:30:31 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 07:50:27 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 07:50:55 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 07:50:56 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 08:00:28 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 08:00:29 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 08:00:30 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 08:10:22 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 08:10:23 AM,CSV,
brokencoast,Order Import Finished,11 Jun 2017 08:10:24 AM,CSV,
brokencoast,Order Import Started,11 Jun 2017 08:20:21 AM,CSV,gpadmin
brokencoast,Order Import Started,11 Jun 2017 08:20:22 AM,CSV,
